text,category
"Coursera Coursera for Business User License Professional Certificate Course Fee Specialization Monthly Subscription ₹61117,000",Education & Subscriptions
"CDW Cisco Catalyst Managed Switch 24 Port APC Smart-UPS Uninterruptible Power Samsung 1TB NVMe M.2 SSD Receipt #89761",Office Supplies & Equipment
"Comcast Business Business Internet 1 Gig Line Total: $29850.00",Telecommunications & Internet
"ExxonMobil Synergy Extra Gasoline Store #95384",Travel & Transport
"EY Ernst & Young Enterprise Risk Management Consulting Global Tax Advisory Retainer #INV-66311",Professional & Legal Services
"Live Nation Live Performance Ticket Reservation Concert Merchandise Shirt Music Festival Weekend Pass Order #21682",Entertainment & Events
"Whole Foods Market Organic Whole Milk Gallon Extra Virgin Olive Oil Bottle ₹97900,000",Groceries & Supermarkets
"Coursera Professional Certificate Course Fee Specialization Monthly Subscription Coursera for Business User License Receipt #20616",Education & Subscriptions
"Geico Insurance Monthly Vehicle Policy Renewal Comprehensive Collision Coverage Auto Vehicle Insurance Premium Receipt #71159",Insurance & Financial Fees
"PwC PricewaterhouseCoopers Regulatory Compliance Audit Total: $5842.00",Professional & Legal Services
"Wall Street Journal WSJ Print Weekend Newspaper Delivery Subscription Digital News Unlimited Access Store #20016",Education & Subscriptions
"Google Workspace Business Plus Email Storage Store #42792",Software & Cloud Services
"Lincoln Property Co Building Maintenance Fee #INV-46613",Real Estate & Rent
"CBRE Commercial Commercial Property Management Charge Office Space Monthly Lease Txn ID: 20405",Real Estate & Rent
"Coursera Coursera for Business User License Professional Certificate Course Fee Specialization Monthly Subscription #INV-42383",Education & Subscriptions
"Allstate Insurance Property Casualty Insurance Premium #INV-43836",Insurance & Financial Fees
"Lincoln Property Co Tenant Utility Submeter Charge Building Maintenance Fee Order #52775",Real Estate & Rent
"BART Bay Area Transit Clipper Card Refill Airport Station Fare Order #21269",Travel & Transport
"Walmart Mechanical Pencils 0.7mm 24 Pack Stainless Steel Scissors 8 Inch Spiral Notebooks College Ruled Receipt #14432",Office Supplies & Equipment
"AutoZone Duralast 12V Automotive Battery Castrol Full Synthetic Motor Oil 5 Qt Brake Pads Front Ceramic Set #INV-72306",Maintenance & Repairs
"Wall Street Journal WSJ Digital News Unlimited Access ₹36541,000",Education & Subscriptions
"KPMG Transfer Pricing Tax Analysis Receipt #9673",Professional & Legal Services
"Sears Auto Center A/C Recharge System Refrigerant Wheel Alignment 4-Wheel Precision Transmission Fluid Service Flush Qty: 46073",Maintenance & Repairs
"Geico Insurance Monthly Vehicle Policy Renewal Auto Vehicle Insurance Premium Comprehensive Collision Coverage ₹838,000",Insurance & Financial Fees
"LinkedIn Ads InMail Sponsored Messaging Text Ads Lead Gen Form Submissions Sponsored Content B2B Campaign Receipt #55487",Marketing & Advertising
"Semrush Site Audit Backlink Crawler Guru SEO Competitor Analytics Plan Keyword Rank Tracking Subscription Store #99881",Marketing & Advertising
"PG&E Pacific Gas Electric Natural Gas Heating Distribution Meter Monthly Commercial Gas Electric Bill Txn ID: 39722",Utilities & Bills
"Mailchimp Transactional Email API Credits ₹45727,000",Marketing & Advertising
"Hulu No Ads Streaming Subscription Ref#24746",Entertainment & Events
"JPMorgan Chase Bank Commercial Overdraft Protection Charge Qty: 29910",Insurance & Financial Fees
"OfficeMax Heavy Duty Packing Tape Dispenser Clorox Disinfecting Wipes Surface Ref#27985",Office Supplies & Equipment
"Stripe Stripe Billing Subscriptions Radar Fraud Prevention Processing Fee Chargeback Ref#43642",Software & Cloud Services
"Chevron Supreme 93 Fueling Regular Diesel Gas Qty: 51088",Travel & Transport
"JPMorgan Chase Bank Monthly Checking Account Service Fee Commercial Overdraft Protection Charge Wire Transfer International Fee Total: $87891.00",Insurance & Financial Fees
"Trader Joes Dark Chocolate Peanut Butter Cups Mandarin Orange Chicken Frozen Cold Brew Coffee Concentrate Total: $11289.00",Groceries & Supermarkets
"Ticketmaster Facility Service Processing Fee Stadium Sports Game Pass Concert Ticket Event Admission Total: $40639.00",Entertainment & Events
"Chevron Techron Fuel Injection Qty: 53077",Travel & Transport
"Safeway Supermarket Fresh Strawberries 1lb Package Order #53796",Groceries & Supermarkets
"Mailchimp Standard Email Marketing Plan Transactional Email API Credits Automated Customer Journey Builder ₹29609,000",Marketing & Advertising
"Sweetgreen Guacamole Greens Salad Harvest Bowl Warm Grains Total: $68399.00",Food & Dining
"CenturyLink Lumen Business Broadband DSL Service Dedicated Fiber Internet Line Txn ID: 93255",Telecommunications & Internet
"Taco Bell Cheesy Gordita Crunch Doritos Locos Tacos Bean Burrito Receipt #19508",Food & Dining
"JPMorgan Chase Bank Wire Transfer International Fee ₹13660,000",Insurance & Financial Fees
"Pizza Hut WingStreet Boneless Wings Total: $45844.00",Food & Dining
"Allstate Insurance Commercial Liability Insurance Policy Property Casualty Insurance Premium Ref#79532",Insurance & Financial Fees
"Verizon Fios Fios TV Ultimate HD Channel Package #INV-30629",Telecommunications & Internet
"Texas Roadhouse 6oz Sirloin Steak Ribeye Loaded Potato Bone-In Ribs Half Rack Txn ID: 3864",Food & Dining
"Figma Organization Design System Qty: 59720",Software & Cloud Services
"Meta Facebook Ads Facebook Feed Lead Generation Ads Instagram Sponsored Post Campaign #INV-1404",Marketing & Advertising
"Lincoln Property Co Tenant Utility Submeter Charge Building Maintenance Fee Residential Suite Lease Payment ₹99804,000",Real Estate & Rent
"Five Guys Bacon Cheeseburger Vanilla Milkshake Kosher Hot Dog #INV-50407",Food & Dining
"State Farm Insurance Auto Insurance Liability Policy Homeowners Policy Premium Invoice Store #60891",Insurance & Financial Fees
"Ace Hardware Gorilla Heavy Duty Construction Adhesive Stanley Measuring Tape 25 Foot Plumbers Snake Drain Cleaner Txn ID: 91872",Maintenance & Repairs
"Bank of America International Transaction Fee Corporate Credit Card Annual Fee Receipt #49516",Insurance & Financial Fees
"LinkedIn Learning Enterprise Skill Training Subscription Monthly Unlimited Learning Access Ref#18200",Education & Subscriptions
"TikTok Ads TopView Takeover Ad Campaign In-Feed Video Ad Impressions Store #43908",Marketing & Advertising
"Atlassian Confluence Knowledge Base Jira Software Cloud License Total: $76157.00",Software & Cloud Services
"Figma Professional Team Seat License #INV-91437",Software & Cloud Services
"ConEdison Commercial Electric Supply Account Gas Heating Service Electric Usage Order #25234",Utilities & Bills
"CenturyLink Lumen Dedicated Fiber Internet Line Store #44031",Telecommunications & Internet
"National Grid Electric Distribution Supply Account Pipeline Safety Inspection Assessment Receipt #99952",Utilities & Bills
"LinkedIn Ads Sponsored Content B2B Campaign Total: $6907.00",Marketing & Advertising
"Comcast Business Static IP Address Subnet Qty: 60809",Telecommunications & Internet
"DocuSign Envelope Quota Extension Pack Business Pro eSignature Plan Identity Verification API Access Order #64964",Professional & Legal Services
"Target Scotch Magic Tape 3 Rolls Desk Organizer Wire Mesh Five Star 3 Subject Notebook Qty: 64772",Office Supplies & Equipment
"AT&T Fiber Static IP Address Block Monthly Txn ID: 54426",Telecommunications & Internet
"Twitter X Ads Trend Takeover Advertising Follower Growth Campaign Ads Promoted Posts Engagement Campaign Total: $11430.00",Marketing & Advertising
"Kroger Supermarket Cage Free Grade A Eggs Dozen Qty: 46015",Groceries & Supermarkets
"Wall Street Journal WSJ Print Weekend Newspaper Delivery Subscription Txn ID: 34630",Education & Subscriptions
"LegalZoom Registered Agent Annual Service LLC Business Formation Filing Fee Ref#94815",Professional & Legal Services
"Dominos Pizza Cheesy Breadstick Garlic Parmesan Bites ₹63495,000",Food & Dining
"Comcast Xfinity Business Broadband Internet 500Mbps Ref#23716",Utilities & Bills
"Cracker Barrel Chicken n Dumplins Hashbrown Casserole Total: $738.00",Food & Dining
"Trader Joes Mandarin Orange Chicken Frozen Organic Baby Spinach Salad Cold Brew Coffee Concentrate Total: $72848.00",Groceries & Supermarkets
"Southern California Edison SCE Peak Demand Power Charge Solar Net Energy Metering Adjustment Order #17230",Utilities & Bills
"Best Buy Anker 65W USB-C Charger Adapter ₹79803,000",Office Supplies & Equipment
"Linear Integrations API Access Enterprise Product Management Standard Team Workspace Total: $38293.00",Software & Cloud Services
"HubSpot Marketing Hub Professional Tier Txn ID: 49169",Marketing & Advertising
"Hulu No Ads Streaming Subscription Txn ID: 47225",Entertainment & Events
"Safeway Supermarket Sparkling Water 12 Pack Cans Total: $62032.00",Groceries & Supermarkets
"Clio Legal Practice Management Software Time Tracking Client Billing Portal Order #42470",Professional & Legal Services
"Duke Energy Commercial Electric Energy Usage Bill Street Lighting Maintenance Service Order #32862",Utilities & Bills
"Mayo Clinic Cardiology Electrocardiogram ECG Test MRI Diagnostic Brain Imaging Scan Orthopedic Physical Therapy Evaluation Ref#84288",Healthcare & Pharmacy
"Semrush Site Audit Backlink Crawler ₹95434,000",Marketing & Advertising
"Lincoln Property Co Residential Suite Lease Payment Tenant Utility Submeter Charge Building Maintenance Fee Store #15749",Real Estate & Rent
"Vercel Serverless Edge Functions Total: $21877.00",Software & Cloud Services
"EY Ernst & Young Global Tax Advisory Retainer Total: $84269.00",Professional & Legal Services
"CenturyLink Lumen SIP Trunking Voice Channel Dedicated Fiber Internet Line Business Broadband DSL Service #INV-66681",Telecommunications & Internet
"TikTok Ads TopView Takeover Ad Campaign In-Feed Video Ad Impressions Spark Ads Creator Promotion #INV-31388",Marketing & Advertising
"Uline Poly Mailers Shipping Envelopes 100 Pack Corrugated Cardboard Boxes 12x12x12 Bubble Wrap Cushioning Roll 100ft Txn ID: 72532",Office Supplies & Equipment
"Wall Street Journal WSJ Print Weekend Newspaper Delivery Subscription Digital News Unlimited Access Qty: 74416",Education & Subscriptions
"Mayo Clinic Specialist Consultation Outpatient Visit MRI Diagnostic Brain Imaging Scan Orthopedic Physical Therapy Evaluation Ref#81767",Healthcare & Pharmacy
"Costco Wholesale Kirkland Signature Paper Towels 12 Roll Purified Drinking Water 40 Bottle Case Rotisserie Chicken Whole Receipt #29411",Groceries & Supermarkets
"Docker Container Image Security Docker Desktop Enterprise Docker Hub Team Subscription Qty: 45046",Software & Cloud Services
"Linear Standard Team Workspace Integrations API Access Enterprise Product Management Total: $406.00",Software & Cloud Services
"Kroger Supermarket Fresh Gala Apples 3lb Bag Shredded Cheddar Cheese 16oz Organic Greek Yogurt Vanilla ₹86350,000",Groceries & Supermarkets
"Wall Street Journal WSJ Digital News Unlimited Access Print Weekend Newspaper Delivery Subscription Qty: 80575",Education & Subscriptions
"LinkedIn Learning Monthly Unlimited Learning Access Enterprise Skill Training Subscription ₹50510,000",Education & Subscriptions
"Sears Auto Center Wheel Alignment 4-Wheel Precision A/C Recharge System Refrigerant Store #48396",Maintenance & Repairs
"BP Oil Express Car Wash Invigorate Gasoline Auto Diesel Fueling Total: $67991.00",Travel & Transport
"EY Ernst & Young Enterprise Risk Management Consulting Global Tax Advisory Retainer M&A Due Diligence Advisory Total: $14246.00",Professional & Legal Services
"Mailchimp Transactional Email API Credits Total: $77862.00",Marketing & Advertising
"Subway Meatball Marinara Chocolate Chip Cookies Tuna Salad Sub Order #93616",Food & Dining
"OpenAI GPT-4o Token Billing #INV-26599",Software & Cloud Services
"Buffalo Wild Wings Ultimate Nachos #INV-89338",Food & Dining
"LinkedIn Ads InMail Sponsored Messaging Sponsored Content B2B Campaign Text Ads Lead Gen Form Submissions Total: $64661.00",Marketing & Advertising
"Target Avery Printable Mailing Labels Five Star 3 Subject Notebook Desk Organizer Wire Mesh Total: $7541.00",Office Supplies & Equipment
"Labcorp Urinalysis Diagnostic Culture Screen Vitamin D 25-Hydroxy Lab Assessment Receipt #55746",Healthcare & Pharmacy
"Uber UberX Airport Transfer Txn ID: 80120",Travel & Transport
"HubSpot Marketing Hub Professional Tier CMS Hub Web Hosting Tools Order #6309",Marketing & Advertising
"Dunkin Donuts Bacon Egg Cheese Bagel Dozen Assorted Donuts Hash Browns 6pc Order #24868",Food & Dining
"Walmart Dry Erase Markers Assorted Glue Sticks School Pack Receipt #63084",Office Supplies & Equipment
"Kaiser Permanente Outpatient Surgical Procedure Facility Prescription Copayment Specialty Meds Diagnostic Ultrasound Scan Examination Order #47146",Healthcare & Pharmacy
"Deloitte Financial Audit Accounting Services Store #81979",Professional & Legal Services
"OpenAI GPT-4o Token Billing Embeddings API Usage API Credits Usage Billing ₹97687,000",Software & Cloud Services
"CVS Pharmacy Prescription Medication Rx Refill Total: $52412.00",Healthcare & Pharmacy
"JLL Jones Lang LaSalle Commercial Real Estate Rent Invoice Building Operating Expenses Adjustment Retail Space Lease Payment Ref#49063",Real Estate & Rent
"CenturyLink Lumen Business Broadband DSL Service Dedicated Fiber Internet Line Receipt #83377",Telecommunications & Internet
"Taco Bell Cheesy Gordita Crunch Doritos Locos Tacos Ref#17735",Food & Dining
"Subway 6 inch Italian BMT Footlong Turkey Sub Tuna Salad Sub Total: $29745.00",Food & Dining
"AT&T Business Unlimited Mobile Wireless Line Digital Landline Phone Service Account Fiber Internet 1000Mbps Service Bill Total: $50889.00",Utilities & Bills
"Subway Tuna Salad Sub Total: $66405.00",Food & Dining
"Office Depot High Yield Ink Cartridge Black Perforated Writing Pads Legal Manila File Folders 100 Pack Receipt #94126",Office Supplies & Equipment
"Southern California Edison SCE Peak Demand Power Charge Commercial Electricity Tariff Usage Store #91231",Utilities & Bills
"Trader Joes Dark Chocolate Peanut Butter Cups Cold Brew Coffee Concentrate Organic Baby Spinach Salad ₹59470,000",Groceries & Supermarkets
"Whole Foods Market Fresh Organic Bananas Bunch Extra Virgin Olive Oil Bottle Artisanal Sourdough Bread Total: $33891.00",Groceries & Supermarkets
"Figma Professional Team Seat License FigJam Whiteboard User License Receipt #1149",Software & Cloud Services
"Cheesecake Factory Glazed Salmon Dinner Original Cheesecake Factory Burger Store #61915",Food & Dining
"Kaiser Permanente Diagnostic Ultrasound Scan Examination Total: $39823.00",Healthcare & Pharmacy
"Best Buy CyberPower 1500VA Battery UPS Order #22161",Office Supplies & Equipment
"Meta Facebook Ads Facebook Feed Lead Generation Ads Meta Pixel Retargeting Ads Order #18950",Marketing & Advertising
"Best Buy Dell 27 Inch 4K UHD Monitor Anker 65W USB-C Charger Adapter ₹38136,000",Office Supplies & Equipment
